Category,Message
ham,its not that you make me cry its just that when all our stuff happens on top of everything else it pushes me over the edge you dont underdtand how often i cry over my sorry sorry life
ham,that seems unnecessarily affectionate
ham,the house is on the water with a dock a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel
ham,full heat pa i have applyed oil pa
spam,you have won a nokia 7250i this is what you get when you win our free auction to take part send nokia to 86021 now hgsuite3422lands roww1jhl 16
spam,free entry in 2 a weekly comp for a chance to win an ipod txt pod to 80182 to get entry std txt rate tcs apply 08452810073 for details 18
ham,ok i only ask abt e movie u wan ktv oso
spam,dear voucher holder to claim this weeks offer at you pc please go to httpwwwetlpcoukreward tscs apply
spam,free 1st week entry 2 textpod 4 a chance 2 win 40gb ipod or 250 cash every wk txt pod to 84128 tscs wwwtextpodnet custcare 08712405020
ham,skallis wont play in first two odi
ham,ill text carlos and let you know hang on
ham,the sign of maturity is not when we start saying big things but actually it is when we start understanding small things have a nice evening bslvyl
spam,urgent you have won a 1 week free membership in our 100000 prize jackpot txt the word claim to no 81010 tc wwwdbuknet lccltd pobox 4403ldnw1a7rw18
spam,wanna have a laugh try chitchat on your mobile now logon by txting the word chat and send it to no 8883 cm po box 4217 london w1a 6zf 16 118pmsg rcvd
ham,jus chillaxin what up
ham,after completed degree there is no use in joining finance
ham,convey my regards to him
spam,congrats 2 mobile 3g videophones r yours call 09061744553 now videochat wid ur mates play java games dload polyh music noline rentl bx420 ip4 5we 150pm
ham,early bird any purchases yet
spam,bloomberg message center 447797706009 why wait apply for your future httpcareers bloombergcom
spam,you are guaranteed the latest nokia phone a 40gb ipod mp3 player or a 500 prize txt word collect to no 83355 ibhltd ldnw15h 150pmtmsgrcvd18
spam,do you want a new nokia 3510i colour phone delivered tomorrow with 200 free minutes to any mobile  100 free text  free camcorder reply or call 8000930705
ham,when you guys planning on coming over
ham,i am great princess what are you thinking about me 
ham,will be out of class in a few hours sorry
spam,wan2 win a meetgreet with westlife 4 u or a m8 they are currently on what tour 1unbreakable 2untamed 3unkempt text 12 or 3 to 83049 cost 50p std text
spam,loans for any purpose even if you have bad credit tenants welcome call noworriesloanscom on 08717111821
ham,joys father is john then john is the ____ of joys father if u ans ths you hav  ltgt  iq tis s ias question try to answer
spam,hi customer loyalty offerthe new nokia6650 mobile from only 10 at txtauction txt word start to no 81151  get yours now 4tctxt tc 150pmtmsg
spam,lookatme thanks for your purchase of a video clip from lookatme youve been charged 35p think you can do better why not send a video in a mmsto 32323
ham,i want to tell you how bad i feel that basically the only times i text you lately are when i need drugs
spam,goldviking 29m is inviting you to be his friend reply yes762 or no762 see him wwwsmsacugoldviking stop send stop frnd to 62468
ham,have you got xmas radio times if not i will get it now
ham,thanx but my birthday is over already
ham,goin to workout lor muz lose e fats
ham,ü log off 4 wat its sdryb8i
ham,anything lar
spam,mobile club choose any of the top quality items for your mobile 7cfca1a
ham,we have to pick rayan macleran there
spam,get a free mobile video player free movie to collect text go to 89105 its free extra films can be ordered ts and cs apply 18 yrs only
spam,urgent your 4 costa del sol holiday or 5000 await collection call 09050090044 now toclaim sae tc s pobox334 stockport sk38xh cost150pm max10mins
spam,double your mins  txts on orange or 12 price linerental  motorola and sonyericsson with btooth freenokia free call mobileupd8 on 08000839402 or2optouthv9d
spam,you are a winner you have been specially selected to receive 1000 cash or a 2000 award speak to a live operator to claim call 087123002209am7pm cost 10p
spam,sex up ur mobile with a free sexy pic of jordan just text babe to 88600 then every wk get a sexy celeb pocketbabecouk 4 more pics 16 3wk 087016248
ham,i fetch yun or u fetch
ham,hahahause your brain dear
spam,you are being ripped off get your mobile content from wwwclubmobycom call 08717509990 polytruepixringtonesgames six downloads for only 3
ham,sending you greetings of joy and happiness do have a gr8 evening
spam,network operator the service is free for t  cs visit 80488biz
spam,lord of the ringsreturn of the king in store nowreply lotr by 2 june 4 chance 2 win lotr soundtrack cds stdtxtrate reply stop to end txts
ham,i will see in half an hour
spam,show ur colours euro 2004 241 offer get an england flag  3lions tone on ur phone click on the following service message for info
spam,congrats 1 year special cinema pass for 2 is yours call 09061209465 now c suprman v matrix3 starwars3 etc all 4 free bx420ip45we 150pm dont miss out
ham,hope you are not scared
spam,ur cashbalance is currently 500 pounds  to maximize ur cashin now send cash to 86688 only 150pmsg cc 08718720201 po box 11414 tcrw1
spam,eerie nokia tones 4u rply tone title to 8007 eg tone dracula to 8007 titles ghost addamsfa munsters exorcist twilight wwwgetzedcouk pobox36504w45wq 150p
ham,no plm i will come da on the way
ham,does daddy have a bb now
ham,im leaving my house now
ham,im at work please call
ham,delhi and chennai still silent
spam,free tones hope you enjoyed your new content text stop to 61610 to unsubscribe help08712400602450p provided by tones2youcouk
ham,so üll be submitting da project tmr rite
spam,win urgent your mobile number has been awarded with a 2000 prize guaranteed call 09061790121 from land line claim 3030 valid 12hrs only 150ppm
ham,hey you can pay with salary de only  ltgt 
ham,do you like shaking your booty on the dance floor
spam,urgent your mobile no 077xxx won a 2000 bonus caller prize on 020603 this is the 2nd attempt to reach you call 09066362206 asap box97n7qp 150ppm
spam,guess what somebody you know secretly fancies you wanna find out who it is give us a call on 09065394514 from landline datebox1282essexcm61xn 150pmin 18
spam,thanks for your subscription to ringtone uk your mobile will be charged 5month please confirm by replying yes or no if you reply no you will not be charged
ham,can you tell shola to please go to college of medicine and visit the academic department tell the academic secretary what the current situation is and ask if she can transfer there she should ask someone to check sagamu for the same thing and lautech its vital she completes her medical education in nigeria its less expensive much less expensive unless she will be getting citizen rates in new zealand
spam,win a 200 shopping spree every week starting now 2 play text store to 88039 skilgme tscs08714740323 1winawk age16 150perweeksub
ham,already one guy loving you
spam,someone u know has asked our dating service 2 contact you cant guess who call 09058097189 now all will be revealed pobox 6 ls15hb 150p
ham,good night my dear sleepwellamptake care
spam,someone u know has asked our dating service 2 contact you cant guess who call 09058095107 now all will be revealed pobox 7 s3xy 150p
ham,missed your call cause i was yelling at scrappy miss u cant wait for u to come home im so lonely today
ham,oh ho is this the first time u use these type of words
spam,customer service announcement we recently tried to make a delivery to you but were unable to do so please call 07090298926 to reschedule ref9307622
ham,i dunno they close oredi not ü v ma fan
spam,freemsg our records indicate you may be entitled to 3750 pounds for the accident you had to claim for free reply with yes to this msg to opt out text stop
spam,summers finally here fancy a chat or flirt with sexy singles in yr area to get matched up just reply summer now free 2 join optout txt stop help08714742804
ham,i was at bugis juz now wat but now im walking home oredi ü so late then reply i oso saw a top dat i like but din buy where r ü now
ham,my fri ah okie lorgoin 4 my drivin den go shoppin after tt
spam,private your 2003 account statement for shows 800 unredeemed s i m points call 08719899230 identifier code 41685 expires 071104
ham,great im in church now will holla when i get out
spam,this msg is for your mobile content order it has been resent as previous attempt failed due to network error queries to customersqueriesnetvisionukcom
ham,ive got  ltgt  any way i could pick up
spam,send a logo 2 ur lover  2 names joined by a heart txt love name1 name2 mobno eg love adam eve 07123456789 to 87077 yahoo pobox36504w45wq txtno 4 no ads 150p
spam,camera  you are awarded a sipix digital camera call 09061221066 fromm landline delivery within 28 days
ham,hi darlin im missin u hope you are having a good time when are u back and what time if u can give me a call at home jess xx
spam,18 days to euro2004 kickoff u will be kept informed of all the latest news and results daily unsubscribe send get euro stop to 83222
spam,congrats nokia 3650 video camera phone is your call 09066382422 calls cost 150ppm ave call 3mins vary from mobiles 16 close 300603 post bcm4284 ldn wc1n3xx
ham,well theres not a lot of things happening in lindsay on new years sighs some bars in ptbo and the blue heron has something going
spam,urgent please call 09066612661 from your landline your complimentary 4 lux costa del sol holiday or 1000 cash await collection ppm 150 sae tcs james 28 eh74rr
spam,free ring tone just text polys to 87131 then every week get a new tone 0870737910216yrs only 150wk
ham,y cant u try new invention to flyim not joking
spam,8007 free for 1st week no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txting and tell ur mates wwwgetzedcouk pobox 36504 w4 5wq norm 150ptone 16
spam,marvel mobile play the official ultimate spiderman game 450 on ur mobile right now text spider to 83338 for the game  we ll send u a free 8ball wallpaper
spam,xmas  new years eve tickets are now on sale from the club during the day from 10am till 8pm and on thurs fri  sat night this week theyre selling fast
ham,yeshere tv is always available in work place
spam,fantasy football is back on your tv go to sky gamestar on sky active and play 250k dream team scoring starts on saturday so register nowsky opt out to 88088
ham,are you there in room
spam,this is the 2nd time we have tried to contact u u have won the 400 prize 2 claim is easy just call 087104711148 now only 10p per minute btnationalrate
ham,thanx
ham,ok then i will come to ur home after half an hour
spam,free messagethanks for using the auction subscription service 18  150pmsgrcvd 2 skip an auction txt out 2 unsubscribe txt stop customercare 08718726270
spam,u are subscribed to the best mobile content service in the uk for 3 per 10 days until you send stop to 82324 helpline 08706091795
spam,splashmobile choose from 1000s of gr8 tones each wk this is a subscrition service with weekly tones costing 300p u have one credit  kick back and enjoy
spam,january male sale hot gay chat now cheaper call 08709222922 national rate from 15pmin cheap to 78pmin peak to stop texts call 08712460324 10pmin
spam,please call our customer service representative on freephone 0808 145 4742 between 9am11pm as you have won a guaranteed 1000 cash or 5000 prize
spam,free msg single find a partner in your area 1000s of real people are waiting to chat nowsend chat to 62220cncl send stopcs 08717890890150 per msg
spam,win a year supply of cds 4 a store of ur choice worth 500  enter our 100 weekly draw txt music to 87066 tscs wwwldewcomsubs161win150ppmx3
